Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login m2,Chrome 126.0.0.0,,,09-07-2024 14:32:58,09-07-2024 14:33:12,14.327s,PASSED
,,,,,,,
Test Cases/login mascot/loginai1,Chrome 126.0.0.0,,,09-07-2024 14:32:58,09-07-2024 14:33:12,14.155s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,09-07-2024 14:32:58,09-07-2024 14:33:01,2.582s,PASSED
"navigateToUrl(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,09-07-2024 14:33:01,09-07-2024 14:33:05,4.153s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,09-07-2024 14:33:05,09-07-2024 14:33:05,0.070s,PASSED
"setText(findTestObject(""login mascot/input username""), ""sadm001"")",Chrome 126.0.0.0,,,09-07-2024 14:33:05,09-07-2024 14:33:06,0.783s,PASSED
"setEncryptedText(findTestObject(""login mascot/input password""), ""da8fEzhczGg="")",Chrome 126.0.0.0,,,09-07-2024 14:33:06,09-07-2024 14:33:07,0.470s,PASSED
"click(findTestObject(""login mascot/klik button login""))",Chrome 126.0.0.0,,,09-07-2024 14:33:07,09-07-2024 14:33:07,0.523s,PASSED
delay(5),Chrome 126.0.0.0,,,09-07-2024 14:33:07,09-07-2024 14:33:12,5.041s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,09-07-2024 14:33:12,09-07-2024 14:33:12,0.256s,PASSED
